is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.989, 'Madhya Pradesh', 'Place']"
False,Business Taxonomy,Financial Services Business,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,Logistics,"[0.411, 'Logistics', 'Other']"
False,Business Taxonomy,Financial Services Business,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,Logistics,"[0.4316, 'Logistics Policy', 'Other']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Food & Beverage Business,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,"[0.4753, 'Logistics Policy', 'Other']"
False,Business Taxonomy,Financial Services Business,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,Logistics,"[0.9722, 'India', 'Place']"
False,Business Taxonomy,Financial Services Business,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,Logistics,"[0.6865, 'National Logistics Policy', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4828, 'Cheetahs', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4766, 'Vishwakarma Jayanti', 'Person']"
False,Unified Twitter Taxonomy,Global Economy,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9782, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.2773, 'Cheetahs', 'Other']"
False,Business Taxonomy,Sports & Fitness Business,Business Taxonomy,Travel & Transportation Business,Entities [Entity Service],Travel,Interests and Hobbies Category,Destinations,Interests and Hobbies Category,Outdoors,Interests and Hobbies,National parks,"[0.4839, 'Cheetahs', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Environmentalism,Unified Twitter Taxonomy,Green living,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.5231, 'Cheetah', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Business Taxonomy,Sports & Fitness Business,Business Taxonomy,Travel & Transportation Business,Entities [Entity Service],Travel,Interests and Hobbies Category,Destinations,Interests and Hobbies Category,Outdoors,Interests and Hobbies,National parks,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6393, 'SCO Summit', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9635, 'Ebrahim Raisi', 'Person']"
False,Person,Narendra Modi,Person,Shavkat Mirziyoyev,Politician,Narendra Modi,Politician,Shavkat Mirziyoyev,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.8884, 'Shavkat Mirziyoyev', 'Person']"
False,Person,Narendra Modi,Person,Shavkat Mirziyoyev,Politician,Narendra Modi,Politician,Shavkat Mirziyoyev,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Ongoing News Story,Russo-Ukrainian conflict,Person,Narendra Modi,Person,Vladimir Putin,Politician,Narendra Modi,Politician,Vladimir Putin,Unified Twitter Taxonomy,Narendra Modi,"[0.9758, 'Putin', 'Person']"
False,Ongoing News Story,Russo-Ukrainian conflict,Person,Narendra Modi,Person,Vladimir Putin,Politician,Narendra Modi,Politician,Vladimir Putin,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Person,Narendra Modi,Person,Recep Tayyip Erdoğan,Politician,Narendra Modi,"[0.9568, 'India', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Person,Narendra Modi,Person,Recep Tayyip Erdoğan,Politician,Narendra Modi,Politician,Recep Tayyip Erdoğan,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7316, 'SCO Summit', 'Other']"
False,Business Taxonomy,Technology Business,Entities [Entity Service],Technology,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,COVID-19,"[0.5559, 'SCO Summit', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6103, 'SCO', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5998, 'SCO Summit', 'Other']"
False,Person,Trivendra Singh Rawat,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Trivendra Singh Rawat,Person,Narendra Modi,Politician,Narendra Modi,"[0.5306, 'Uttarakhand', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9281, 'Samarkand', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8137, 'Samarkand', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4487, '.E. Joao Manuel Goncalves Lourenco', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7155, 'Samy Vellu', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7945, 'M. Visvesvaraya', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Infrastructure in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Business Taxonomy,Sports & Fitness Business,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Tennis,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.8699, 'Shri Naresh Kumar', 'Person']"
False,Person,Narendra Modi,Person,Emmanuel Macron,Politician,Narendra Modi,Politician,Emmanuel Macron,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Emmanuel Macron,"[0.8438, 'Europe', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9351, 'Bhutan', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Events [Entity Service],Hindi Day,Unified Twitter Taxonomy,Hindi Day,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7311, 'Shrimant Chhatrapati Shivajiraje Bhosale Ji', 'Other']"
False,Unified Twitter Taxonomy,Global Economy,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.5638, 'MoU', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.7845, 'MannKiBaat', 'Other']"
False,Business Taxonomy,Sports & Fitness Business,Interests and Hobbies Category,Outdoors,Unified Twitter Taxonomy,Beach life,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9704, 'India', 'Place']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.9764, 'India', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9853, 'India', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9761, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.847, 'International Dairy Federation World Dairy Summit 2022', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,Agriculture trading,Person,Narendra Modi,Politician,Narendra Modi,"[0.8664, 'IDF World Dairy Summit 2022', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.446, 'UV', 'Other']"
False,Cities,Chicago,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9678, 'Swami Vivekananda', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5977, 'Acharya Vinoba Bhave', 'Person']"
False,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,Unified Twitter Taxonomy,Politics,Entities [Entity Service],Conservative Party (UK),Unified Twitter Taxonomy,British Royal Family,Unified Twitter Taxonomy,United Kingdom politics,"[0.9437, 'UK', 'Place']"
False,Entities [Entity Service],Science,Entities [Entity Service],Archaeology,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Archaeology,Person,Narendra Modi,Politician,Narendra Modi,"[0.436, 'BB Lal', 'Other']"
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9816, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.4996, 'Science Conclave', 'Other']"
False,Interests and Hobbies Category,Remote work,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.5662, 'State Science Conclave', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5772, 'Norwegian', 'Other']"
False,Person,Neeraj Chopra,Business Taxonomy,Sports & Fitness Business,Athlete,Neeraj Chopra,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Neeraj Chopra,Person,Narendra Modi,"[0.7185, 'Diamond League Trophy', 'Other']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.5882, 'Netaji Subhas Chandra Bose', 'Person']"
False,Unified Twitter Taxonomy,British Royal Family,Person,Narendra Modi,Person,Elizabeth II,Politician,Narendra Modi,Politician,Elizabeth II,Unified Twitter Taxonomy,Narendra Modi,"[0.7403, 'Queen Elizabeth II', 'Person']"
False,Person,Narendra Modi,Person,Elizabeth II,Politician,Narendra Modi,Politician,Elizabeth II,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Elizabeth II,"[0.7791, 'Queen', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9499, 'Netaji Bose', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Infrastructure in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8826, 'Kartavya Path', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8341, 'World PT Day', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9562, 'Ahmedabad', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9598, 'Surat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.903, 'Surat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5179, 'Giriraj Singh Ji', 'Other']"
False,Events [Entity Service],Start of Onam,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,
False,Events [Entity Service],Start of Onam,Events [Entity Service],Onam,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,Cultural events,"[0.4798, 'Onam', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.3627, '-SHRI', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6421, 'Kochi Metro', 'Organization']"
False,Person,William Ruto,Politician,William Ruto,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,William Ruto,Unified Twitter Taxonomy,Kenya politics,"[0.8224, 'Kenya', 'Place']"
False,Unified Twitter Taxonomy,Global Economy,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.6332, 'Economic', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.471, 'Shri Umesh Katti Ji', 'Person']"
False,Person,Narendra Modi,Person,Sheikh Hasina,Politician,Narendra Modi,Politician,Sheikh Hasina,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.9447, 'India', 'Place']"
False,Unified Twitter Taxonomy,Climate change,Person,Narendra Modi,Person,Sheikh Hasina,Politician,Narendra Modi,Politician,Sheikh Hasina,Unified Twitter Taxonomy,Narendra Modi,"[0.9555, 'Sheikh Hasina', 'Person']"
False,Person,Narendra Modi,Person,Sheikh Hasina,Politician,Narendra Modi,Politician,Sheikh Hasina,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.911, 'Sheikh Hasina', 'Person']"
False,Person,Narendra Modi,Person,Sheikh Hasina,Politician,Narendra Modi,Politician,Sheikh Hasina,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.8962, 'Bangladesh', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.5128, 'National Education Policy', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.313, 'SHRI', 'Other']"
False,Reoccurring Trends,#WorldTeachersDay,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9616, 'India', 'Place']"
False,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,Unified Twitter Taxonomy,Politics,Entities [Entity Service],Conservative Party (UK),Unified Twitter Taxonomy,United Kingdom politics,Unified Twitter Taxonomy,United Kingdom political events,"[0.9779, 'UK', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5009, 'Award', 'Other']"
False,Unified Twitter Taxonomy,Global Economy,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.6838, 'V. O. Chidambaram Pillai', 'Person']"
False,Reoccurring Trends,#WorldTeachersDay,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.4165, 'Radhakrishnan', 'Other']"
False,Unified Twitter Taxonomy,Global Economy,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.8993, 'Shri Cyrus Mistry', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9799, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9623, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Logistics,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.9849, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.6037, 'Mangaluru', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.8484, 'Mangaluru', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.9593, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,,,"[0.5259, 'INS', 'Organization']"
