is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,News Vertical,Political News,News Vertical,World news,News Vertical,US Political News,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.9564, 'US', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.4078, 'euro', 'Other']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.9565, 'NASA', 'Organization']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Joe Biden,Politician,Joe Biden,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.7889, 'Biden', 'Person']"
False,Sports Event,Wimbledon,Sports Event,The Wimbledon Championships 2022,Events [Entity Service],Wimbledon,Events [Entity Service],The Wimbledon Championships 2022,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Tennis,"[0.9363, 'Novak Djokovic', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Steve Bannon,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9851, 'Steve Bannon', 'Person']"
False,News Vertical,South Africa national news,Unified Twitter Taxonomy,South Africa national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9485, 'Soweto', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.4355, 'Sri Lankan', 'Organization']"
False,Sports Event,Wimbledon,Sports Event,The Wimbledon Championships 2022,Person,Elena Rybakina,Person,Ons Jabeur,Events [Entity Service],Wimbledon,Events [Entity Service],The Wimbledon Championships 2022,"[0.8862, 'Elena Rybakina', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.4238, 'Sri Lankan', 'Organization']"
False,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,Social media,Technology,Technology,Technology,Social media,Person,Elon Musk,Brand Vertical,Entertainment,"[0.9711, 'Elon Musk', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Entities [Entity Service],Pets,Entities [Entity Service],Horses,Interests and Hobbies,Horses,"[0.5182, 'US Border Patrol', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,Reproductive Rights in the United States,Person,Joe Biden,"[0.9462, 'Biden', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.908, 'US', 'Place']"
False,Person,Prince Harry,Events [Entity Service],Royal Wedding: Harry & Meghan,News Vertical,UK national news,News Vertical,US Political News,News Vertical,England national news,Unified Twitter Taxonomy,Politics,"[0.9626, 'Prince Harry', 'Person']"
False,Person,Michel Platini,Sport,Soccer,Sports Personality,Sports icons,Sports Personality,Michel Platini,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Sports,"[0.9247, 'Sepp Blatter', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Abe Shinzo,Politician,Abe Shinzo,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9259, 'Shinzo Abe', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,NHK,News Vertical,US Political News,Unified Twitter Taxonomy,NHK,Unified Twitter Taxonomy,News,"[0.6559, 'Shinzo Abe', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,NHK,News Vertical,US Political News,Unified Twitter Taxonomy,NHK,Unified Twitter Taxonomy,News,"[0.9194, 'Shinzo Abe', 'Person']"
False,Person,George Floyd,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9052, 'Minneapolis', 'Place']"
False,Person,Elizabeth Holmes,Interests and Hobbies Category,Entrepreneurship,Unified Twitter Taxonomy,Business & finance,Unified Twitter Taxonomy,Entrepreneurship,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.606, 'Ramesh', 'Person']"
False,TV Shows,Wimbledon Tennis Championships 2017,TV Episodes,Women's Quarter-Finals,Sports Event,Wimbledon,Sports Event,The Wimbledon Championships 2022,Events [Entity Service],Wimbledon,Events [Entity Service],The Wimbledon Championships 2022,"[0.9863, 'Rafael Nadal', 'Person']"
False,Person,James Caan,Actor,James Caan,Interests and Hobbies Category,Movies,Movie,Elf,Movie,The Godfather,Movie Genre,Comedy films,"[0.9587, 'James Caan', 'Person']"
False,Interests and Hobbies,Mortgage Rates,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Vertical,Business & finance,
False,TV Shows,WNBA Basketball,Person,Brittney Griner,Sport,Basketball,Sports League,WNBA,Athlete,Brittney Griner,News Vertical,Russia national news,"[0.9838, 'Brittney Griner', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Boris Johnson,Politician,Boris Johnson,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9781, 'Boris Johnson', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Political Body,The White House,"[0.6383, 'White House', 'Organization']"
False,Person,Nipsey Hussle,Musician,Nipsey Hussle,Unified Twitter Taxonomy,Rap,Unified Twitter Taxonomy,Music,Unified Twitter Taxonomy,Nipsey Hussle,Unified Twitter Taxonomy,Hip hop,"[0.9293, 'Los Angeles', 'Place']"
False,Person,Brittney Griner,Athlete,Brittney Griner,News Vertical,US Political News,Unified Twitter Taxonomy,Basketball,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,WNBA,"[0.9383, 'Biden', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9701, 'New York', 'Place']"
False,States,Illinois,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9569, 'Illinois', 'Place']"
False,States,Illinois,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9123, 'Illinois', 'Place']"
False,States,Arizona,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.4332, 'Department', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,"[0.9457, 'Trump', 'Person']"
False,Events [Entity Service],Fourth of July ,Holiday,Holidays,Holiday,Fourth of July ,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Fourth of July ,Unified Twitter Taxonomy,Events,"[0.9182, 'Illinois', 'Place']"
False,Person,Donald Trump,Person,Rudy Giuliani,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9108, 'Rudy Giuliani', 'Person']"
False,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,US Political News,Person,Boris Johnson,Politician,Boris Johnson,"[0.9729, 'Boris Johnson', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.9529, 'Highland Park', 'Place']"
False,Events [Entity Service],Fourth of July ,Holiday,Holidays,Holiday,Fourth of July ,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Fourth of July ,Unified Twitter Taxonomy,Events,"[0.6194, 'Illinois', 'Place']"
False,States,Illinois,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9009, 'Illinois', 'Place']"
False,Events [Entity Service],Fourth of July ,Holiday,Holidays,Holiday,Fourth of July ,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Fourth of July ,Unified Twitter Taxonomy,Events,"[0.6832, 'Chicago suburb', 'Place']"
False,States,Illinois,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9743, 'Illinois', 'Place']"
False,States,Illinois,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8599, 'Highland Park', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.9245, 'Copenhagen', 'Place']"
False,News Vertical,Political News,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,Journalists,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9694, 'US', 'Place']"
False,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,Journalists,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.6805, 'Palestinian Authority', 'Organization']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.541, 'Uvalde school', 'Place']"
False,States,New York State,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8048, 'New York state', 'Place']"
False,Person,R. Kelly,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Musician,R. Kelly,Music Genre,Soul music,"[0.9218, 'R. Kelly', 'Person']"
False,Person,Brittney Griner,Athlete,Brittney Griner,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Basketball,Unified Twitter Taxonomy,Sports,"[0.7251, 'US', 'Place']"
False,Person,Ketanji Brown Jackson,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,Ketanji Brown Jackson,"[0.8644, 'Ketanji Brown Jackson', 'Person']"
False,News Vertical,Mexico national news,News Vertical,US Political News,Unified Twitter Taxonomy,Mexico national news,Unified Twitter Taxonomy,US Political News,Person,Joe Biden,Politician,Joe Biden,"[0.6464, 'Supreme Court', 'Place']"
False,Unified Twitter Taxonomy,Climate change,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.7827, 'Supreme Court', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,Reproductive Rights in the United States,Person,Joe Biden,"[0.9632, 'Biden', 'Person']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.7441, 'Snake Island', 'Place']"
False,News Vertical,US Political News,Political Body,Israeli Knesset,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,Israeli Knesset,Unified Twitter Taxonomy,US Political News,"[0.8722, 'Israel', 'Place']"
False,News Vertical,China national news,News Vertical,US Political News,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Unified Twitter Taxonomy,China national news,Unified Twitter Taxonomy,US Political News,"[0.9651, 'Xi Jinping', 'Person']"
False,Person,Donald Trump,Events [Entity Service],January 6 Committee Hearings,Politician,Donald Trump,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9234, 'Pat Cipollone', 'Person']"
False,Person,R. Kelly,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Musician,R. Kelly,Music Genre,Soul music,
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9856, 'Ukraine', 'Place']"
False,Person,Ketanji Brown Jackson,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Supreme Court of the United States,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,US Political News,"[0.8809, 'Stephen Breyer', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.6358, 'Supreme Court', 'Place']"
False,News Vertical,US Political News,Political Body,North Atlantic Treaty Organization,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,North Atlantic Treaty Organization,Unified Twitter Taxonomy,Government institutions,"[0.9851, 'NATO', 'Organization']"
False,News Vertical,US Political News,News Vertical,Türkiye national news,Political Body,North Atlantic Treaty Organization,Ongoing News Story,Russo-Ukrainian conflict,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9635, 'Turkey', 'Place']"
False,Person,Ghislaine Maxwell,Person,Jeffrey Epstein,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9852, 'Ghislaine Maxwell', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,United States Secret Service,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.951, 'Trump', 'Person']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9569, 'Texas', 'Place']"
False,Person,Mark Meadows,Events [Entity Service],January 6 Committee Hearings,Politician,Mark Meadows,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.3271, 'House', 'Other']"
False,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9812, 'US', 'Place']"
False,Cities,San Antonio,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9787, 'San Antonio', 'Place']"
False,States,Missouri,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.3662, 'Amtrak', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.589, 'Amtrak', 'Place']"
False,Person,Volodymyr Zelensky,Sports League,EFL Championship,Politician,Volodymyr Zelensky,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9517, 'Ukraine', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,United States politics,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,United States political issues,"[0.4398, 'Supreme Court', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.4668, 'Lysychansk', 'Place']"
False,Person,Gustavo Petro,Events [Entity Service],2022 Colombia Elections,Politician,Gustavo Petro,Political Race,2022 Colombia Elections,News Vertical,Colombia national news,News Vertical,US Political News,"[0.9662, 'Colombia', 'Place']"
False,Sports League,EFL Championship,News Vertical,Germany national news,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,"[0.9852, 'Russia', 'Place']"
False,News Vertical,South Africa national news,News Vertical,UK national news,News Vertical,England national news,Unified Twitter Taxonomy,South Africa national news,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,England national news,"[0.8842, 'East London', 'Place']"
False,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,Unified Twitter Taxonomy,Metals trading,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9654, 'US', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9511, 'Severodonetsk', 'Place']"
False,Entities [Entity Service],Service/Supply - Auto,Brand,WeatherTech,Interests and Hobbies Vertical,Automotive,Cities,Chicago,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.4838, 'WeatherTech', 'Other']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Joe Biden,Politician,Joe Biden,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9525, 'Biden', 'Person']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.519, 'Oslo Pride', 'Organization']"
False,Events [Entity Service],Pride Month,Unified Twitter Taxonomy,Pride Month,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.7829, 'Oslo', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Joe Biden,Politician,Joe Biden,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.964, 'Biden', 'Person']"
False,News Vertical,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Events [Entity Service],Federal court hears Department of Justice's request to block Texas' controversial abortion ban,Events [Entity Service],Breaking News,"[0.4209, 'Court', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,
False,Sports League,EFL Championship,News Vertical,US Political News,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Sports,"[0.9406, 'EU', 'Place']"
False,Person,Donald Trump,Person,George Floyd,Politician,Donald Trump,News Vertical,Political News,News Vertical,US Political News,Brand Vertical,Entertainment,"[0.9649, 'Jeffrey Clark', 'Person']"
False,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Congress,Unified Twitter Taxonomy,Government institutions,Unified Twitter Taxonomy,US Political News,"[0.4528, 'GOP', 'Organization']"
False,Interests and Hobbies Category,Vaping,Entities [Entity Service],JUUL,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9668, 'FDA', 'Organization']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.6597, 'Supreme Court', 'Place']"
False,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Political Body,Supreme Court of the United States,"[0.6544, 'Supreme Court', 'Place']"
False,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,States,Georgia,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.5963, 'Supreme Court', 'Place']"
False,States,North Carolina,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.5595, 'Supreme Court', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.7282, 'Uvalde School District', 'Organization']"
False,Events [Entity Service],January 6 Committee Hearings,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,US Political News,Unified Twitter Taxonomy,Political events,Unified Twitter Taxonomy,January 6 Committee Hearings,"[0.9824, 'John Wood', 'Person']"
False,Unified Twitter Taxonomy,Crisis in Afghanistan,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9254, 'Afghanistan', 'Place']"
False,Unified Twitter Taxonomy,Crisis in Afghanistan,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9576, 'Afghanistan', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.3707, 'Red Air', 'Organization']"
False,Person,Bill Cosby,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Entertainment Personality,Bill Cosby,Unified Twitter Taxonomy,CNN,"[0.8438, 'Los Angeles', 'Place']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,News outlets,"[0.5956, 'Supreme Court', 'Place']"
False,Sports League,EFL Championship,News Vertical,US Political News,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,United States Foreign Policy,"[0.8098, 'US State Department', 'Organization']"
False,Product,Moderna Vaccine,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,CPG,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9502, 'CDC', 'Organization']"
False,Interests and Hobbies Category,Firefighting,Unified Twitter Taxonomy,Firefighting,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9275, 'Philadelphia', 'Place']"
False,News Vertical,Mexico national news,Unified Twitter Taxonomy,Mexico national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9577, 'New Mexico', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.822, 'Trump', 'Person']"
False,Product,Moderna Vaccine,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,CPG,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.976, 'FDA', 'Organization']"
False,Person,Julian Assange,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Julian Assange,Unified Twitter Taxonomy,Political figures,"[0.8644, 'WikiLeaks', 'Organization']"
False,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Family and life stages,Interests and Hobbies Category,Veterans,Unified Twitter Taxonomy,CNN,"[0.4193, 'Senate', 'Organization']"
False,Brand Vertical,Business & finance,Entities [Entity Service],Banking - Business & finance,Brand,Bank of England,Interests and Hobbies,Inflation,News Vertical,UK national news,News Vertical,US Political News,"[0.818, 'Bank of England', 'Organization']"
False,News Vertical,UK national news,News Vertical,England national news,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,Actors,Unified Twitter Taxonomy,England national news,Unified Twitter Taxonomy,London,"[0.974, 'Kevin Spacey', 'Person']"
False,Sports League,EFL Championship,News Vertical,France national news,News Vertical,Germany national news,News Vertical,US Political News,News Vertical,Italy national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9469, 'France', 'Place']"
False,Product,Moderna Vaccine,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,CPG,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9545, 'FDA', 'Organization']"
False,Person,Anthony Fauci,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.8736, 'Anthony Fauci', 'Person']"
False,Interests and Hobbies,Federal Reserve,Interests and Hobbies,Inflation,News Vertical,US Political News,Political Body,Federal Reserve,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Government institutions,"[0.628, 'Federal Reserve', 'Organization']"
